screenshot_id,source_file,record_index,bug_id,execution_id,test_case_id,screen_name,module,buttons_json,labels_json,menus_json,dialog_boxes_json,tables_json,warning_messages_json,error_messages_json,field_values_json,captured_time,user_action
ocr_batch_001.json:44,ocr_batch_001.json,44,BUG-008445,EXEC-008797,TC-018750,HR Dashboard,Manufacturing,"[""Protect"", ""Star"", ""Spend"", ""Loss"", ""None""]","[""Expert"", ""Since"", ""Need"", ""Citizen"", ""To"", ""Analysis"", ""Feeling""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Include?""]","[""Everyone List""]","[""The accountant attempted to confirm the employee record and successfully completed the transaction.""]","[""The manager calculated the incoming shipment but the system raised a validation exception.""]","{""seven"": ""assume"", ""never"": ""might"", ""safe"": ""turn""}",1972-07-18T15:47:56,The user deleted the transfer while ensuring all mandatory fields were populated. The sales representative verified the transfer due to missing configuration settings.
ocr_batch_001.json:45,ocr_batch_001.json,45,BUG-009962,EXEC-018408,TC-008909,Studio Dashboard,Project,"[""Maintain"", ""Majority"", ""Evening"", ""Unit"", ""Read""]","[""Environmental"", ""Generation"", ""Term""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Rest?""]","[""Skin List""]","[""The system configured the transfer which resulted in an AccessError.""]","[""""]","{""class"": ""establish"", ""decade"": ""red""}",2011-03-14T07:14:43,The warehouse operator rejected the subscription renewal but the system raised a validation exception.
ocr_batch_001.json:46,ocr_batch_001.json,46,BUG-003525,EXEC-006088,TC-014113,eCommerce Dashboard,Rental,"[""Exactly"", ""Throughout"", ""Example""]","[""Whose"", ""Laugh"", ""Simply"", ""Consider"", ""Amount"", ""They""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Series?""]","[""Member List""]","[""The sales representative updated the invoice which resulted in an AccessError.""]","[""The user validated the POS receipt triggering a workflow notification.""]","{""hope"": ""give"", ""song"": ""age"", ""lot"": ""everybody"", ""player"": ""over"", ""foot"": ""suddenly""}",1986-12-15T22:29:48,The background job deleted the invoice due to missing configuration settings.
ocr_batch_001.json:47,ocr_batch_001.json,47,BUG-008207,EXEC-013688,TC-007610,Sales Dashboard,Payroll,"[""Mouth"", ""Medical""]","[""Down"", ""Year"", ""Raise""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Artist?""]","[""West List""]","[""The warehouse operator escalated the manufacturing order due to missing configuration settings.""]","[""The sales representative verified the transfer and successfully completed the transaction.""]","{""author"": ""degree"", ""pattern"": ""body"", ""whole"": ""price""}",1976-11-20T09:17:01,The sales representative deleted the invoice while ensuring all mandatory fields were populated.
ocr_batch_001.json:48,ocr_batch_001.json,48,BUG-007580,EXEC-012047,TC-015952,Payroll Dashboard,Quality,"[""Crime"", ""Physical"", ""Study"", ""Me"", ""Throw""]","[""Production"", ""Social"", ""Understand"", ""Ten"", ""City"", ""Family"", ""Nor""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Research?""]","[""Member List""]","[""The sales representative configured the manufacturing order after verifying the related documents.""]","[""The background job updated the manufacturing order but encountered a permission error.""]","{""people"": ""tree"", ""and"": ""store"", ""morning"": ""help""}",1980-08-21T20:21:33,The accountant calculated the subscription renewal due to missing configuration settings. The sales representative validated the invoice but encountered a permission error.
ocr_batch_001.json:49,ocr_batch_001.json,49,BUG-008770,EXEC-002921,TC-004366,Documents Dashboard,eCommerce,"[""Interesting"", ""Partner"", ""Soldier"", ""Agree""]","[""Compare"", ""South"", ""List"", ""High"", ""Though"", ""Experience""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm College?""]","[""Sell List""]","[""The accountant deleted the subscription renewal after verifying the related documents.""]","[""""]","{""now"": ""population"", ""stand"": ""eat"", ""live"": ""assume"", ""what"": ""score"", ""common"": ""manage"", ""measure"": ""quality""}",2017-06-28T23:59:05,The user verified the subscription renewal and successfully completed the transaction.
ocr_batch_001.json:50,ocr_batch_001.json,50,BUG-002442,EXEC-009031,TC-017114,POS Dashboard,Website,"[""Wall"", ""Positive"", ""Would"", ""Model""]","[""Congress"", ""Anything"", ""White"", ""Production""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Role?""]","[""Service List""]","[""""]","[""""]","{""once"": ""service"", ""design"": ""world"", ""maintain"": ""speech"", ""ok"": ""find"", ""although"": ""eight""}",2015-02-11T08:42:36,The user processed the POS receipt due to missing configuration settings. The warehouse operator configured the incoming shipment while ensuring all mandatory fields were populated.
ocr_batch_001.json:51,ocr_batch_001.json,51,BUG-002666,EXEC-019643,TC-019680,Website Dashboard,Website,"[""Spend"", ""Skill""]","[""Local"", ""Season"", ""Young""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Clear?""]","[""Serious List""]","[""""]","[""The manager configured the invoice after verifying the related documents.""]","{""board"": ""join"", ""list"": ""key"", ""firm"": ""control"", ""other"": ""fund"", ""drive"": ""back""}",2006-02-12T08:59:18,The background job verified the subscription renewal which resulted in an AccessError. The background job escalated the employee record due to missing configuration settings.
ocr_batch_001.json:52,ocr_batch_001.json,52,BUG-001283,EXEC-004455,TC-010020,Manufacturing Dashboard,Website,"[""Even"", ""About"", ""Threat"", ""Operation"", ""Public""]","[""Recently"", ""Step"", ""Site"", ""Matter""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Address?""]","[""Husband List""]","[""The warehouse operator rejected the employee record after verifying the related documents.""]","[""The user updated the transfer while ensuring all mandatory fields were populated.""]","{""threat"": ""always"", ""list"": ""continue""}",1992-04-04T19:37:40,The user calculated the manufacturing order after verifying the related documents.
ocr_batch_001.json:53,ocr_batch_001.json,53,BUG-000300,EXEC-000438,TC-018029,Purchase Dashboard,Project,"[""Under"", ""Wish"", ""Less"", ""Grow"", ""Shake""]","[""Energy"", ""Move"", ""Dream"", ""Consider"", ""Few"", ""Just""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Why?""]","[""Care List""]","[""""]","[""""]","{""Democrat"": ""truth"", ""trial"": ""apply"", ""magazine"": ""without"", ""environment"": ""much""}",1982-03-26T21:03:29,The accountant escalated the employee record which resulted in an AccessError. The manager configured the subscription renewal and successfully completed the transaction.
ocr_batch_001.json:54,ocr_batch_001.json,54,BUG-004327,EXEC-013167,TC-004960,Maintenance Dashboard,Inventory,"[""Political"", ""Indicate""]","[""Common"", ""Moment"", ""Break"", ""Ready"", ""Say"", ""Actually"", ""Great""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Control?""]","[""Moment List""]","[""The system validated the subscription renewal while ensuring all mandatory fields were populated.""]","[""The system processed the manufacturing order which resulted in an AccessError.""]","{""its"": ""trip"", ""worry"": ""sell"", ""material"": ""audience""}",1993-09-17T12:15:36,The accountant verified the manufacturing order which resulted in an AccessError. The user validated the transfer triggering a workflow notification.
ocr_batch_001.json:55,ocr_batch_001.json,55,BUG-000771,EXEC-012059,TC-012175,Subscriptions Dashboard,Accounting,"[""Reality"", ""Effect"", ""Field""]","[""Necessary"", ""Government"", ""Wait"", ""Resource""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Yes?""]","[""Activity List""]","[""""]","[""""]","{""send"": ""skill"", ""let"": ""table"", ""determine"": ""crime"", ""early"": ""couple"", ""morning"": ""glass""}",2016-08-20T23:59:48,The user calculated the POS receipt which resulted in an AccessError. The background job calculated the manufacturing order after verifying the related documents.
ocr_batch_001.json:56,ocr_batch_001.json,56,BUG-002503,EXEC-017602,TC-000236,POS Dashboard,Quality,"[""Truth"", ""But"", ""Evening"", ""Threat"", ""Test""]","[""Source"", ""Them"", ""Goal""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Prepare?""]","[""Detail List""]","[""""]","[""The sales representative attempted to confirm the invoice triggering a workflow notification.""]","{""class"": ""interview"", ""enough"": ""nature""}",1989-01-27T19:19:52,The user verified the employee record but the system raised a validation exception.
ocr_batch_001.json:57,ocr_batch_001.json,57,BUG-006122,EXEC-014310,TC-012354,Knowledge Dashboard,CRM,"[""Area"", ""Letter"", ""Impact"", ""Whose""]","[""Win"", ""Animal"", ""Other"", ""Notice""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Doctor?""]","[""Idea List""]","[""""]","[""""]","{""probably"": ""animal"", ""sister"": ""stop""}",1989-11-07T17:13:36,The API endpoint attempted to confirm the manufacturing order but the system raised a validation exception. The background job processed the transfer which resulted in an AccessError.
ocr_batch_001.json:58,ocr_batch_001.json,58,BUG-009193,EXEC-010247,TC-015901,Documents Dashboard,HR,"[""State"", ""Answer"", ""Turn"", ""Already""]","[""Think"", ""Professor"", ""Structure"", ""Affect"", ""Through""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Together?""]","[""Hotel List""]","[""The API endpoint configured the invoice due to missing configuration settings.""]","[""The accountant rejected the manufacturing order which resulted in an AccessError.""]","{""meet"": ""head"", ""source"": ""group"", ""size"": ""smile"", ""professor"": ""role"", ""measure"": ""born"", ""coach"": ""theory""}",1975-07-22T00:17:35,The sales representative validated the transfer while ensuring all mandatory fields were populated.
ocr_batch_001.json:59,ocr_batch_001.json,59,BUG-007753,EXEC-000505,TC-007134,Documents Dashboard,HR,"[""Establish"", ""Avoid"", ""North""]","[""Already"", ""Development"", ""Week"", ""Week"", ""Story""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Bag?""]","[""During List""]","[""The sales representative rejected the manufacturing order and successfully completed the transaction.""]","[""The accountant configured the incoming shipment triggering a workflow notification.""]","{""color"": ""many"", ""who"": ""issue"", ""fire"": ""set"", ""without"": ""measure""}",2001-11-14T10:56:53,The user escalated the employee record but the system raised a validation exception.
ocr_batch_001.json:60,ocr_batch_001.json,60,BUG-005126,EXEC-001367,TC-013157,Helpdesk Dashboard,Documents,"[""Authority"", ""After"", ""Hope"", ""Set""]","[""Away"", ""Price"", ""Into"", ""Not"", ""Whom"", ""Already"", ""History"", ""Identify""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm That?""]","[""Including List""]","[""The API endpoint calculated the employee record but encountered a permission error.""]","[""The user verified the subscription renewal while ensuring all mandatory fields were populated.""]","{""red"": ""sport"", ""consider"": ""job"", ""late"": ""toward"", ""sort"": ""avoid""}",1991-04-30T17:21:23,The warehouse operator verified the incoming shipment after verifying the related documents.
ocr_batch_001.json:61,ocr_batch_001.json,61,BUG-007511,EXEC-003931,TC-002320,Rental Dashboard,Rental,"[""Indeed"", ""Floor"", ""Also"", ""Democrat"", ""Young""]","[""Participant"", ""Bill"", ""Food"", ""Trial"", ""Start"", ""Like"", ""Drop""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Central?""]","[""Wind List""]","[""The sales representative deleted the transfer but encountered a permission error.""]","[""The accountant processed the incoming shipment which resulted in an AccessError.""]","{""feel"": ""consumer"", ""star"": ""who"", ""likely"": ""organization"", ""cup"": ""heart""}",2023-12-25T19:54:23,The user rejected the manufacturing order due to missing configuration settings.
ocr_batch_001.json:62,ocr_batch_001.json,62,BUG-007046,EXEC-010429,TC-018778,Subscriptions Dashboard,Manufacturing,"[""Follow"", ""Style"", ""If""]","[""The"", ""Argue"", ""Particular"", ""Option"", ""Provide"", ""Nothing"", ""Impact""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Measure?""]","[""Woman List""]","[""""]","[""""]","{""record"": ""those"", ""water"": ""hear"", ""either"": ""true""}",1981-04-11T00:07:41,The user validated the manufacturing order triggering a workflow notification.
ocr_batch_001.json:63,ocr_batch_001.json,63,BUG-005770,EXEC-014165,TC-004974,Quality Dashboard,Rental,"[""List"", ""Somebody"", ""Next""]","[""Inside"", ""According"", ""Idea"", ""Imagine"", ""Risk"", ""Listen"", ""Until""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Church?""]","[""Check List""]","[""""]","[""""]","{""join"": ""look"", ""level"": ""thank"", ""administration"": ""thus"", ""light"": ""cell""}",2021-09-12T20:50:00,The manager calculated the manufacturing order and successfully completed the transaction. The sales representative calculated the POS receipt after verifying the related documents.
ocr_batch_001.json:64,ocr_batch_001.json,64,BUG-008982,EXEC-018276,TC-008990,Subscriptions Dashboard,eCommerce,"[""Without"", ""Must"", ""Bar"", ""Make"", ""Mr""]","[""Place"", ""Star"", ""Soldier"", ""Account"", ""Need"", ""If"", ""Wait""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm They?""]","[""Military List""]","[""""]","[""""]","{""economic"": ""know"", ""something"": ""third"", ""speak"": ""represent"", ""agency"": ""prevent""}",2022-05-01T14:29:49,The sales representative calculated the employee record but encountered a permission error. The accountant attempted to confirm the invoice and successfully completed the transaction.
ocr_batch_001.json:65,ocr_batch_001.json,65,BUG-007613,EXEC-009930,TC-007009,POS Dashboard,Subscriptions,"[""Peace"", ""Whether"", ""Tonight""]","[""Create"", ""Suffer"", ""Describe""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Something?""]","[""History List""]","[""""]","[""""]","{""treat"": ""moment"", ""be"": ""science""}",2014-07-19T11:37:10,The system validated the incoming shipment but the system raised a validation exception.
